Country,Job Title,Age Group,Quantity,Percentage
Hungary,Database Coordinator,30-49,1,0.01%
Hungary,Database Analyst,50-69,1,0.01%
Hungary,Database Administration Manager,50-69,1,0.01%
Hungary,Database Administration Manager,30-49,1,0.01%
Hungary,Data Warehousing Specialist,30-49,1,0.01%
Hungary,Data Warehousing Manager,50-69,1,0.01%
Italy,Data Acquisition Technician,50-69,1,0.01%
Italy,Data Analyst,18-29,1,0.01%
Hungary,Data Analysis Assistant,50-69,1,0.01%
Italy,Marketing Database Analyst,50-69,1,0.01%
Latvia,Data Architect,30-49,1,0.01%
Latvia,Data Analyst,50-69,1,0.01%
Latvia,Clinical Data Manager,50-69,1,0.01%
Italy,Voice and Data Technician,18-29,1,0.01%
Italy,Survey Data Technician,30-49,1,0.01%
Italy,Scientific Database Curator,30-49,1,0.01%
Italy,SQL Database Administrator,18-29,1,0.01%
Italy,SCADA Operator (Supervisory Control and Data Acquisition Operator),50-69,1,0.01%
Italy,Oracle Database Administrator (Oracle DBA),30-49,1,0.01%
Italy,Oracle Database Administrator (Oracle DBA),18-29,1,0.01%
Italy,"Operations Officer, Afloat (Naval Tactical Data Systems)",30-49,1,0.01%
Italy,Naval Tactical Data System--Combat Information Center Officer,50-69,1,0.01%
Italy,Micro Computer Data Processor,50-69,1,0.01%
Italy,Micro Computer Data Processor,30-49,1,0.01%
Italy,Health Data Analyst,50-69,1,0.01%
Italy,Electronic Data Interchange System Developer (EDI System Developer),50-69,1,0.01%
Italy,Head of Information Systems and Data Processing,30-49,1,0.01%
Italy,Head of Information Systems and Data Processing,18-29,1,0.01%
Italy,Geographic Information Systems Database Administrator (GIS Database Administrator),18-29,1,0.01%
Italy,Geographic Information Systems Data Manager (GIS Data Manager),30-49,1,0.01%
Italy,Geographic Information Systems Data Administrator (GIS Data Administrator),30-49,1,0.01%
Italy,Geographic Information Systems Data Administrator (GIS Data Administrator),18-29,1,0.01%
Italy,GPS Field Data Collector (Global Positioning System Field Data Collector),50-69,1,0.01%
Italy,Flight Test Data Acquisition Technician,50-69,1,0.01%
Italy,Flight Data Technician,50-69,1,0.01%
Italy,Field Traffic Data Technician,50-69,1,0.01%
Italy,Field Artillery Automated Tactical Data System Specialist,50-69,1,0.01%
Italy,Field Artillery Automated Tactical Data System Specialist,30-49,1,0.01%
Italy,"Engineer, System Electronic Data Processing (Engineer, System EDP)",30-49,1,0.01%
Italy,"Engineer, System Electronic Data Processing (Engineer, System EDP)",18-29,1,0.01%
Latvia,Data Base Design Analyst,18-29,1,0.01%
Latvia,Data Communications Analyst,18-29,1,0.01%
Latvia,Data Conversion Operator,50-69,1,0.01%
Latvia,Data Coordinator,30-49,1,0.01%
Lithuania,Database Designer,50-69,1,0.01%
Lithuania,Database Design Analyst,30-49,1,0.01%
Lithuania,Database Administration Manager,18-29,1,0.01%
Lithuania,Data Warehouse Specialist,50-69,1,0.01%
Lithuania,Data Warehouse Architect,50-69,1,0.01%
Lithuania,Data Security Administrator,50-69,1,0.01%
Lithuania,Data Processing Systems Project Planner,30-49,1,0.01%
Lithuania,Data Processing Auditor,30-49,1,0.01%
Lithuania,Data Operations Director,50-69,1,0.01%
Lithuania,Data Entry Specialist,30-49,1,0.01%
Lithuania,Data Communications Software Consultant,50-69,1,0.01%
Lithuania,Data Communications Software Consultant,18-29,1,0.01%
Lithuania,Clinical Data Management Associate Director,30-49,1,0.01%
Lithuania,Automatic Data Processing Planner (ADP Planner),50-69,1,0.01%
Lithuania,Automatic Data Processing Planner (ADP Planner),30-49,1,0.01%
Latvia,Weight in Motion Field Data Collection Technician,50-69,1,0.01%
Latvia,Head of Information Systems and Data Processing,50-69,1,0.01%
Latvia,Director of Data Operations,50-69,1,0.01%
Latvia,Databases Computer Consultant,50-69,1,0.01%
Latvia,Database Design Analyst,30-49,1,0.01%
Latvia,Database Administration Associate,18-29,1,0.01%
Latvia,Data Warehousing Specialist,50-69,1,0.01%
Latvia,Data Warehousing Manager,50-69,1,0.01%
Latvia,Data Warehouse Architect,30-49,1,0.01%
Latvia,Data Systems Manager,50-69,1,0.01%
Latvia,Data Processing Systems Project Planner,50-69,1,0.01%
Latvia,Data Processing Manager,30-49,1,0.01%
Latvia,Data Processing Clerk,18-29,1,0.01%
Latvia,Data Operations Director,18-29,1,0.01%
Italy,Electronic Data Processing Auditor (EDP Auditor),18-29,1,0.01%
Italy,Electronic Data Interchange System Developer (EDI System Developer),18-29,1,0.01%
Italy,Data Analyst,30-49,1,0.01%
Italy,Data Coordinator,18-29,1,0.01%
Italy,Data Processing Auditor,30-49,1,0.01%
Italy,Data Modeler,30-49,1,0.01%
Italy,Data Manager,30-49,1,0.01%
Italy,Data Management Information Technology Specialist,30-49,1,0.01%
Italy,Data Management Associate,30-49,1,0.01%
Italy,Data Examination Clerk,30-49,1,0.01%
Italy,Data Entry Specialist,50-69,1,0.01%
Italy,Data Entry Representative,30-49,1,0.01%
Italy,Data Entry Operator,50-69,1,0.01%
Italy,Data Entry Machine Operator,50-69,1,0.01%
Italy,Data Entry Clerk,50-69,1,0.01%
Italy,Data Entry Clerk,30-49,1,0.01%
Italy,Data Entry Clerk,18-29,1,0.01%
Italy,Data Entry Associate,50-69,1,0.01%
Italy,Data Conversion Operator,50-69,1,0.01%
Italy,Director of Data Operations,30-49,1,0.01%
Italy,Data Control Clerk Supervisor,50-69,1,0.01%
Italy,Data Control Clerk Supervisor,30-49,1,0.01%
Italy,Data Control Assistant,30-49,1,0.01%
Italy,Data Control Assistant,18-29,1,0.01%
Italy,Data Compiler,30-49,1,0.01%
Italy,Data Communications Technician,50-69,1,0.01%
Italy,Data Collector,50-69,1,0.01%
Italy,Data Collector,30-49,1,0.01%
Italy,Data Collection Technician,50-69,1,0.01%
Italy,Data Coder Operator,18-29,1,0.01%
Italy,Data Center Operator,50-69,1,0.01%
Italy,Data Capture Clerk,30-49,1,0.01%
Italy,Data Base Design Analyst,30-49,1,0.01%
Italy,Data Base Design Analyst,18-29,1,0.01%
Italy,Data Processing Auxiliary Equipment Operator,50-69,1,0.01%
Italy,Data Processing Control Clerk,30-49,1,0.01%
Italy,Data Processing Control Clerk,50-69,1,0.01%
Italy,Data Processing Services Sales Representative,50-69,1,0.01%
Italy,Director of Data Operations,18-29,1,0.01%
Italy,Datastage Developer,50-69,1,0.01%
Italy,Databases Software Consultant,50-69,1,0.01%
Italy,Databases Computer Consultant,30-49,1,0.01%
Italy,Database Specialist,30-49,1,0.01%
Italy,Database Security Expert,18-29,1,0.01%
Italy,Database Engineer,18-29,1,0.01%
Italy,Database Developer,50-69,1,0.01%
Italy,Database Developer,30-49,1,0.01%
Italy,Database Designer,18-29,1,0.01%
Italy,Database Coordinator,30-49,1,0.01%
Italy,Database Consultant,18-29,1,0.01%
Italy,Database Architect,18-29,1,0.01%
Italy,Database Analyst,18-29,1,0.01%
Italy,Database Administrator (DBA),50-69,1,0.01%
Italy,Database Administration Project Manager,50-69,1,0.01%
Italy,Data Warehousing Specialist,30-49,1,0.01%
Italy,Data Warehouse Specialist,18-29,1,0.01%
Italy,Data Warehouse Architect,18-29,1,0.01%
Italy,Data Transcriber,50-69,1,0.01%
Italy,Data Technician,50-69,1,0.01%
Italy,Data Systems Manager,18-29,1,0.01%
Italy,Data Specialist,30-49,1,0.01%
Italy,Data Scientist,18-29,1,0.01%
Italy,Data Sciences Director,50-69,1,0.01%
Italy,Data Sciences Director,18-29,1,0.01%
Italy,Data Reduction Technician,30-49,1,0.01%
Italy,Data Processing Systems Analyst,18-29,1,0.01%
Italy,Data Processing Supervisor,50-69,1,0.01%
Hungary,Data Architect,30-49,1,0.01%
Hungary,Data Administrator,50-69,1,0.01%
Germany,Data Abstractor,50-69,1,0.01%
Germany,SQL Database Administrator,18-29,1,0.01%
Great Britain,Data Abstractor,30-49,1,0.01%
Great Britain,Customer Data Technician,30-49,1,0.01%
Great Britain,Crime Data Specialist,18-29,1,0.01%
Great Britain,Clinical Data Specialist,30-49,1,0.01%
Great Britain,Clinical Data Manager,30-49,1,0.01%
Great Britain,Clinical Data Management Associate Director,50-69,1,0.01%
Great Britain,Clinical Data Associate,30-49,1,0.01%
Great Britain,Business Database Analyst,30-49,1,0.01%
Great Britain,Automatic Data Processing Systems Security Specialist (ADP Systems Security),18-29,1,0.01%
Great Britain,Automatic Data Processing Planner (ADP Planner),18-29,1,0.01%
Great Britain,Automatic Data Processing Planner,30-49,1,0.01%
Great Britain,Analytical Data Miner,30-49,1,0.01%
Great Britain,Analytical Data Miner,18-29,1,0.01%
Germany,Survey Data Technician,50-69,1,0.01%
Germany,SCADA Technician (Supervisory Control and Data Acquisition Technician),50-69,1,0.01%
Germany,Geographic Information Systems Data Administrator (GIS Data Administrator),18-29,1,0.01%
Germany,SCADA Operator (Supervisory Control and Data Acquisition Operator),50-69,1,0.01%
Germany,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",50-69,1,0.01%
Germany,Naval Tactical Data System--Combat Information Center Officer,50-69,1,0.01%
Germany,Micro Computer Data Processor,50-69,1,0.01%
Germany,Micro Computer Data Processor,30-49,1,0.01%
Germany,Medical Data Analyst,50-69,1,0.01%
Germany,Medical Data Analyst,18-29,1,0.01%
Germany,Marketing Database Analyst,30-49,1,0.01%
Germany,Maintenance Data Analyst,50-69,1,0.01%
Germany,Log Data Technician,50-69,1,0.01%
Germany,Log Data Technician,30-49,1,0.01%
Germany,Log Data Technician,18-29,1,0.01%
Germany,LiDAR Data Analyst,50-69,1,0.01%
Germany,Health Data Analyst,30-49,1,0.01%
Great Britain,Data Acquisition Technician,50-69,1,0.01%
Great Britain,Data Center Manager,50-69,1,0.01%
Great Britain,Data Center Operator,50-69,1,0.01%
Great Britain,Data Collection Technician,50-69,1,0.01%
Great Britain,Data Processing Systems Project Planner,30-49,1,0.01%
Great Britain,Data Processing Systems Project Planner,18-29,1,0.01%
Great Britain,Data Processing Supervisor,50-69,1,0.01%
Great Britain,Data Processing Services Sales Representative,30-49,1,0.01%
Great Britain,Data Processing Mechanic,50-69,1,0.01%
Great Britain,Data Processing Manager,30-49,1,0.01%
Great Britain,Data Processing Manager,18-29,1,0.01%
Great Britain,Data Processing Control Clerk,50-69,1,0.01%
Great Britain,Data Processing Auxiliary Equipment Operator,30-49,1,0.01%
Great Britain,Data Processing Auditor,18-29,1,0.01%
Great Britain,Data Operations Director,30-49,1,0.01%
Great Britain,Data Operations Director,18-29,1,0.01%
Great Britain,Data Manager,50-69,1,0.01%
Great Britain,Data Manager,18-29,1,0.01%
Great Britain,Data Management Manager,30-49,1,0.01%
Great Britain,Data Management Information Technology Specialist,18-29,1,0.01%
Great Britain,Data Management Associate,30-49,1,0.01%
Great Britain,Data Keyer,50-69,1,0.01%
Great Britain,Data Input Clerk,50-69,1,0.01%
Great Britain,Data Input Clerk,30-49,1,0.01%
Great Britain,Data Input Clerk,18-29,1,0.01%
Great Britain,Data Entry Technician,18-29,1,0.01%
Great Britain,Data Entry Representative,50-69,1,0.01%
Great Britain,Data Entry Machine Operator,50-69,1,0.01%
Great Britain,Data Entry Clerk,50-69,1,0.01%
Great Britain,Data Entry Associate,30-49,1,0.01%
Great Britain,Data Conversion Operator,50-69,1,0.01%
Great Britain,Data Communications Analyst,18-29,1,0.01%
Great Britain,Data Collector,50-69,1,0.01%
Germany,Geographic Information Systems Database Administrator (GIS Database Administrator),18-29,1,0.01%
Germany,Flight Test Data Acquisition Technician,50-69,1,0.01%
Great Britain,Data Recovery Planner,50-69,1,0.01%
Germany,Data Entry Technician,50-69,1,0.01%
Germany,Data Processing Systems Analyst,18-29,1,0.01%
Germany,Data Processing Supervisor,50-69,1,0.01%
Germany,Data Processing Services Sales Representative,30-49,1,0.01%
Germany,Data Processing Services Sales Representative,18-29,1,0.01%
Germany,Data Processing Equipment Repairer,50-69,1,0.01%
Germany,Data Processing Control Clerk,50-69,1,0.01%
Germany,Data Processing Clerk,50-69,1,0.01%
Germany,Data Modeler,50-69,1,0.01%
Germany,Data Manager,50-69,1,0.01%
Germany,Data Management Manager,30-49,1,0.01%
Germany,Data Management Associate,30-49,1,0.01%
Germany,Data Management Associate,18-29,1,0.01%
Germany,Data Keyer,50-69,1,0.01%
Germany,Data Keyer,18-29,1,0.01%
Germany,Data Entry Technician,30-49,1,0.01%
Germany,Flight Test Data Acquisition Technician,18-29,1,0.01%
Germany,Data Entry Technician,18-29,1,0.01%
Germany,Data Entry Supervisor,50-69,1,0.01%
Germany,Data Entry Supervisor,30-49,1,0.01%
Germany,Data Entry Representative,30-49,1,0.01%
Germany,Data Entry Representative,18-29,1,0.01%
Germany,Data Entry Machine Operator,18-29,1,0.01%
Germany,Data Coordinator,18-29,1,0.01%
Germany,Data Control Clerk Supervisor,50-69,1,0.01%
Germany,Data Coder Operator,50-69,1,0.01%
Germany,Data Center Operator,30-49,1,0.01%
Germany,Data Center Operator,18-29,1,0.01%
Germany,Data Center Manager,50-69,1,0.01%
Germany,Data Center Manager,30-49,1,0.01%
Germany,Data Administrator,18-29,1,0.01%
Germany,Data Processor,30-49,1,0.01%
Germany,Data Recovery Planner,50-69,1,0.01%
Germany,Data Reduction Technician,30-49,1,0.01%
Germany,Data Reduction Technician,50-69,1,0.01%
Germany,Flight Data Technician,30-49,1,0.01%
Germany,Field Traffic Data Technician,50-69,1,0.01%
Germany,Field Traffic Data Technician,30-49,1,0.01%
Germany,Field Artillery Automated Tactical Data System Specialist,50-69,1,0.01%
Germany,Datastage Developer,50-69,1,0.01%
Germany,Databases Software Consultant,18-29,1,0.01%
Germany,Database Security Expert,30-49,1,0.01%
Germany,Database Security Expert,18-29,1,0.01%
Germany,Database Programmer,50-69,1,0.01%
Germany,Database Modeler,18-29,1,0.01%
Germany,Database Marketing Analyst,30-49,1,0.01%
Germany,Database Manager,18-29,1,0.01%
Germany,Database Development Project Manager,18-29,1,0.01%
Germany,Database Developer,50-69,1,0.01%
Germany,Database Developer,30-49,1,0.01%
Germany,Database Designer,30-49,1,0.01%
Germany,Database Administration Project Manager,50-69,1,0.01%
Germany,Database Administration Associate,18-29,1,0.01%
Germany,Data Warehousing Manager,18-29,1,0.01%
Germany,Data Warehouse Analyst,30-49,1,0.01%
Germany,Data Warehouse Analyst,18-29,1,0.01%
Germany,Data Transcriber,50-69,1,0.01%
Germany,Data Transcriber,30-49,1,0.01%
Germany,Data Transcriber,18-29,1,0.01%
Germany,Data Technician,30-49,1,0.01%
Germany,Data Storage Specialist,18-29,1,0.01%
Germany,Data Specialist,50-69,1,0.01%
Germany,Data Specialist,30-49,1,0.01%
Germany,Data Security Analyst,18-29,1,0.01%
Great Britain,Data Recovery Planner,30-49,1,0.01%
Great Britain,Data Reduction Technician,50-69,1,0.01%
Hungary,Data Acquisition Technician,50-69,1,0.01%
Greece,Data Warehouse Analyst,50-69,1,0.01%
Greece,Database Design Analyst,50-69,1,0.01%
Greece,Database Coordinator,30-49,1,0.01%
Greece,Database Consultant,50-69,1,0.01%
Greece,Database Consultant,30-49,1,0.01%
Greece,Database Architect,50-69,1,0.01%
Greece,Database Administration Project Manager,50-69,1,0.01%
Greece,Database Administration Manager,50-69,1,0.01%
Greece,Database Administration Manager,18-29,1,0.01%
Greece,Database Administration Associate,50-69,1,0.01%
Greece,Database Administration Associate,30-49,1,0.01%
Greece,Data Warehousing Specialist,50-69,1,0.01%
Greece,Data Warehousing Specialist,30-49,1,0.01%
Greece,Data Warehousing Specialist,18-29,1,0.01%
Greece,Data Warehouse Architect,50-69,1,0.01%
Greece,Data Warehouse Analyst,30-49,1,0.01%
Greece,Data Entry Clerk,30-49,1,0.01%
Greece,Data Systems Manager,50-69,1,0.01%
Greece,Data Storage Specialist,30-49,1,0.01%
Greece,Data Scientist,50-69,1,0.01%
Greece,Data Scientist,30-49,1,0.01%
Greece,Data Processor,50-69,1,0.01%
Greece,Data Processing Systems Project Planner,30-49,1,0.01%
Greece,Data Processing Systems Analyst,50-69,1,0.01%
Greece,Data Processing Manager,50-69,1,0.01%
Greece,Data Modeling Specialist,50-69,1,0.01%
Greece,Data Management Information Technology Specialist,50-69,1,0.01%
Greece,Data Management Information Technology Specialist,30-49,1,0.01%
Greece,Data Management Information Technology Specialist,18-29,1,0.01%
Greece,Data Keyer,50-69,1,0.01%
Greece,Data Examination Clerk,30-49,1,0.01%
Greece,Database Designer,30-49,1,0.01%
Greece,Database Designer,50-69,1,0.01%
Greece,Database Management System Specialist (DBMS Specialist),50-69,1,0.01%
Greece,Database Marketing Analyst,50-69,1,0.01%
Hungary,Customer Data Technician,50-69,1,0.01%
Hungary,Automatic Data Processing Systems Security Specialist (ADP Systems Security),30-49,1,0.01%
Hungary,Automatic Data Processing Planner (ADP Planner),30-49,1,0.01%
Hungary,Automatic Data Processing Planner (ADP Planner),18-29,1,0.01%
Hungary,Automatic Data Processing Planner,18-29,1,0.01%
Hungary,Automatic Data Processing Customer Liaison (ADP Customer Liaison),50-69,1,0.01%
Greece,Weight in Motion Field Data Collection Technician,30-49,1,0.01%
Greece,SQL Database Administrator,50-69,1,0.01%
Greece,SCADA Technician (Supervisory Control and Data Acquisition Technician),30-49,1,0.01%
Greece,"Naval Tactical Data System--Combat Information Center Watch Officer, General",30-49,1,0.01%
Greece,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",18-29,1,0.01%
Greece,Log Data Technician,50-69,1,0.01%
Greece,Geographic Information Systems Database Administrator (GIS Database Administrator),30-49,1,0.01%
Greece,Geographic Information Systems Data Specialist (GIS Data Specialist),50-69,1,0.01%
Greece,Geographic Information Systems Data Specialist (GIS Data Specialist),18-29,1,0.01%
Greece,Geographic Information Systems Data Manager (GIS Data Manager),18-29,1,0.01%
Greece,Geographic Information Systems Data Administrator (GIS Data Administrator),30-49,1,0.01%
Greece,"Engineer, System Electronic Data Processing (Engineer, System EDP)",50-69,1,0.01%
Greece,"Engineer, System Electronic Data Processing (Engineer, System EDP)",18-29,1,0.01%
Greece,Electronic Data Processing Auditor (EDP Auditor),30-49,1,0.01%
Greece,Electronic Data Interchange System Developer (EDI System Developer),30-49,1,0.01%
Greece,Database Specialist,50-69,1,0.01%
Greece,Database Specialist,30-49,1,0.01%
Greece,Database Software Technician,30-49,1,0.01%
Greece,Database Security Expert,50-69,1,0.01%
Greece,Database Security Expert,18-29,1,0.01%
Greece,Database Programmer,50-69,1,0.01%
Greece,Database Modeler,30-49,1,0.01%
Greece,Database Modeler,18-29,1,0.01%
Greece,Data Entry Technician,50-69,1,0.01%
Greece,Data Coordinator,50-69,1,0.01%
Great Britain,Data Sciences Director,18-29,1,0.01%
Great Britain,Database Development Project Manager,50-69,1,0.01%
Great Britain,Field Traffic Data Technician,50-69,1,0.01%
Great Britain,Field Traffic Data Technician,30-49,1,0.01%
Great Britain,Field Traffic Data Technician,18-29,1,0.01%
Great Britain,Field Artillery Automated Tactical Data System Specialist,50-69,1,0.01%
Great Britain,"Engineer, System Electronic Data Processing (Engineer, System EDP)",18-29,1,0.01%
Great Britain,Electronic Data Processing Auditor (EDP Auditor),18-29,1,0.01%
Great Britain,Electronic Data Interchange System Developer (EDI System Developer),18-29,1,0.01%
Great Britain,Databases Software Consultant,18-29,1,0.01%
Great Britain,Databases Computer Consultant,30-49,1,0.01%
Great Britain,Database Technician,50-69,1,0.01%
Great Britain,Database Security Expert,18-29,1,0.01%
Great Britain,Database Programmer,50-69,1,0.01%
Great Britain,Database Marketing Analyst,50-69,1,0.01%
Great Britain,Database Development and Administration Project Manager,30-49,1,0.01%
Great Britain,Database Developer,50-69,1,0.01%
Greece,Data Communications Technician,50-69,1,0.01%
Great Britain,Database Coordinator,18-29,1,0.01%
Great Britain,Database Administrator (DBA),18-29,1,0.01%
Great Britain,Database Administration Project Manager,18-29,1,0.01%
Great Britain,Data Warehousing Specialist,30-49,1,0.01%
Great Britain,Data Warehousing Specialist,18-29,1,0.01%
Great Britain,Data Warehousing Manager,50-69,1,0.01%
Great Britain,Data Warehouse Architect,30-49,1,0.01%
Great Britain,Data Warehouse Architect,18-29,1,0.01%
Great Britain,Data Technician,30-49,1,0.01%
Great Britain,Data Systems Manager,18-29,1,0.01%
Great Britain,Data Specialist,50-69,1,0.01%
Great Britain,Data Security Analyst,18-29,1,0.01%
Great Britain,Data Security Administrator,18-29,1,0.01%
Great Britain,Data Scientist,18-29,1,0.01%
Great Britain,Flight Data Technician,30-49,1,0.01%
Great Britain,Flight Test Data Acquisition Technician,18-29,1,0.01%
Great Britain,Flight Test Data Acquisition Technician,30-49,1,0.01%
Great Britain,GPS Field Data Collector (Global Positioning System Field Data Collector),30-49,1,0.01%
Greece,Data Communications Software Consultant,50-69,1,0.01%
Greece,Data Communications Analyst,50-69,1,0.01%
Greece,Data Base Design Analyst,50-69,1,0.01%
Greece,Data Architect,30-49,1,0.01%
Greece,Data Abstractor,50-69,1,0.01%
Greece,Data Abstractor,18-29,1,0.01%
Greece,Customer Data Technician,50-69,1,0.01%
Greece,Computer or Data Processing Systems Consultant,50-69,1,0.01%
Greece,Clinical Data Associate,50-69,1,0.01%
Greece,Automatic Data Processing Systems Security Specialist (ADP Systems Security),30-49,1,0.01%
Greece,Automatic Data Processing Planner (ADP Planner),30-49,1,0.01%
Greece,Automatic Data Processing Planner,50-69,1,0.01%
Greece,Automatic Data Processing Customer Liaison (ADP Customer Liaison),18-29,1,0.01%
Great Britain,Survey Data Technician,30-49,1,0.01%
Great Britain,SCADA Technician (Supervisory Control and Data Acquisition Technician),30-49,1,0.01%
Great Britain,SCADA Operator (Supervisory Control and Data Acquisition Operator),30-49,1,0.01%
Great Britain,Oracle Database Administrator (Oracle DBA),18-29,1,0.01%
Great Britain,Naval Tactical Data System--Combat Information Center Officer,30-49,1,0.01%
Great Britain,Micro Computer Data Processor,50-69,1,0.01%
Great Britain,Medical Data Analyst,30-49,1,0.01%
Great Britain,Marketing Database Analyst,50-69,1,0.01%
Great Britain,Maintenance Data Analyst,50-69,1,0.01%
Great Britain,Maintenance Data Analyst,30-49,1,0.01%
Great Britain,Log Data Technician,18-29,1,0.01%
Great Britain,LiDAR Data Analyst,50-69,1,0.01%
Great Britain,LiDAR Data Analyst,30-49,1,0.01%
Great Britain,Geographic Information Systems Database Administrator (GIS Database Administrator),18-29,1,0.01%
Great Britain,Geographic Information Systems Data Specialist (GIS Data Specialist),18-29,1,0.01%
Great Britain,Geographic Information Systems Data Administrator (GIS Data Administrator),18-29,1,0.01%
Hungary,Data Warehouse Specialist,50-69,1,0.01%
